Child Entity CIK,Child Entity,Entity Type,Industry Group,Jurisdiction,Filing Date,Parent Entity Name,Clarification,Source File
0001886392,Blackstone Capital Opportunities Feeder Fund IV-RN LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-10-25,Brad Marshall,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1886392/000188639221000001/primary_doc.xml
0001886392,Blackstone Capital Opportunities Feeder Fund IV-RN LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-10-25,Paulo Eapen,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1886392/000188639221000001/primary_doc.xml
0001886392,Blackstone Capital Opportunities Feeder Fund IV-RN LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-10-25,Marisa Beeney,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1886392/000188639221000001/primary_doc.xml
0001886392,Blackstone Capital Opportunities Feeder Fund IV-RN LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-10-25,Paul Kelly,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1886392/000188639221000001/primary_doc.xml
0001886392,Blackstone Capital Opportunities Feeder Fund IV-RN LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-10-25,Panayiota Bougiamas,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1886392/000188639221000001/primary_doc.xml
0001886392,Blackstone Capital Opportunities Feeder Fund IV-RN LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-10-25,Kevin Kresge,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1886392/000188639221000001/primary_doc.xml
0001886392,Blackstone Capital Opportunities Feeder Fund IV-RN LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2021-10-25,Blackstone Alternative Credit Advisors LP,The Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/1886392/000188639221000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-01-10,Blackstone Capital Opportunities Associates V LP,"The general partner of the Issuer (the ""GP"")",https://www.sec.gov/Archives/edgar/data/2025751/000202575125000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-01-10,Blackstone Capital Opportunities Associates V (Delaware) LLC,The general partner of the GP,https://www.sec.gov/Archives/edgar/data/2025751/000202575125000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-01-10,Blackstone Private Credit Strategies LLC,The Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575125000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-01-10,Louis Salvatore,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575125000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-01-10,Robert Petrini,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575125000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-01-10,Brad Marshall,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575125000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-01-10,Marisa Beeney,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575125000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-01-10,Panayiota Bougiamas,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575125000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-01-10,Kevin Kresge,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575125000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-01-10,Gilles Dellaert,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575125000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-01-10,Michael Zawadzki,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575125000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2024-06-26,Blackstone Capital Opportunities Associates V LP,"The general partner of the Issuer (the ""GP"")",https://www.sec.gov/Archives/edgar/data/2025751/000202575124000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2024-06-26,Blackstone Capital Opportunities Associates V (Delaware) LLC,The general partner of the GP,https://www.sec.gov/Archives/edgar/data/2025751/000202575124000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2024-06-26,Blackstone Private Credit Strategies LLC,The Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575124000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2024-06-26,Louis Salvatore,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575124000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2024-06-26,Robert Petrini,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575124000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2024-06-26,Brad Marshall,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575124000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2024-06-26,Dwight Scott,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575124000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2024-06-26,Marisa Beeney,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575124000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2024-06-26,Panayiota Bougiamas,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575124000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2024-06-26,Kevin Kresge,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575124000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2024-06-26,Gilles Dellaert,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575124000001/primary_doc.xml
0002025751,Blackstone Capital Opportunities Feeder Fund V LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2024-06-26,Michael Zawadzki,Executive Officer of Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2025751/000202575124000001/primary_doc.xml
0002059580,Blackstone Capital Opportunities Feeder Fund V-R (CYM) LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-03-11,Blackstone Capital Opportunities Associates V LP,"The general partner of the Issuer (the ""GP"")",https://www.sec.gov/Archives/edgar/data/2059580/000205958025000001/primary_doc.xml
0002059580,Blackstone Capital Opportunities Feeder Fund V-R (CYM) LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-03-11,Blackstone Capital Opportunities Associates V (Delaware) LLC,The general partner of the GP,https://www.sec.gov/Archives/edgar/data/2059580/000205958025000001/primary_doc.xml
0002059580,Blackstone Capital Opportunities Feeder Fund V-R (CYM) LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-03-11,Blackstone Private Credit Strategies LLC,The Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2059580/000205958025000001/primary_doc.xml
0002059580,Blackstone Capital Opportunities Feeder Fund V-R (CYM) LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-03-11,Louis Salvatore,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2059580/000205958025000001/primary_doc.xml
0002059580,Blackstone Capital Opportunities Feeder Fund V-R (CYM) LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-03-11,Robert Petrini,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2059580/000205958025000001/primary_doc.xml
0002059580,Blackstone Capital Opportunities Feeder Fund V-R (CYM) LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-03-11,Brad Marshall,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2059580/000205958025000001/primary_doc.xml
0002059580,Blackstone Capital Opportunities Feeder Fund V-R (CYM) LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-03-11,Marisa Beeney,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2059580/000205958025000001/primary_doc.xml
0002059580,Blackstone Capital Opportunities Feeder Fund V-R (CYM) LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-03-11,Panayiota Bougiamas,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2059580/000205958025000001/primary_doc.xml
0002059580,Blackstone Capital Opportunities Feeder Fund V-R (CYM) LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-03-11,Kevin Kresge,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2059580/000205958025000001/primary_doc.xml
0002059580,Blackstone Capital Opportunities Feeder Fund V-R (CYM) LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-03-11,Gilles Dellaert,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2059580/000205958025000001/primary_doc.xml
0002059580,Blackstone Capital Opportunities Feeder Fund V-R (CYM) LP,Limited Partnership,Pooled Investment Fund,CAYMAN ISLANDS,2025-03-11,Michael Zawadzki,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2059580/000205958025000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2025-01-10,Blackstone Capital Opportunities Associates V LP,"The general partner of the Issuer (the""GP"")",https://www.sec.gov/Archives/edgar/data/2029780/000202978025000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2025-01-10,Blackstone Capital Opportunities Associates V (Delaware) LLC,The general partner of the GP,https://www.sec.gov/Archives/edgar/data/2029780/000202978025000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2025-01-10,Blackstone Private Credit Strategies LLC,The Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2029780/000202978025000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2025-01-10,Louis Salvatore,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2029780/000202978025000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2025-01-10,Robert Petrini,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2029780/000202978025000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2025-01-10,Brad Marshall,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2029780/000202978025000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2025-01-10,Marisa Beeney,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2029780/000202978025000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2025-01-10,Panayiota Bougiamas,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2029780/000202978025000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2025-01-10,Kevin Kresge,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2029780/000202978025000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2025-01-10,Gilles Dellaert,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2029780/000202978025000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2025-01-10,Michael Zawadzki,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2029780/000202978025000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-07-16,Blackstone Capital Opportunities Associates V LP,"The general partner of the Issuer (the""GP"")",https://www.sec.gov/Archives/edgar/data/2029780/000202978024000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-07-16,Blackstone Capital Opportunities Associates V (Delaware) LP,The general partner of the GP,https://www.sec.gov/Archives/edgar/data/2029780/000202978024000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-07-16,Blackstone Private Credit Strategies LLC,The Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2029780/000202978024000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-07-16,Louis Salvatore,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2029780/000202978024000001/primary_doc.xml
0002029780,Blackstone Capital Opportunities Feeder Fund V-R LP,Limited Partnership,Pooled Investment Fund,DELAWARE,2024-07-16,Robert Petrini,Executive Officer of the Management Company of the Issuer,https://www.sec.gov/Archives/edgar/data/2029780/000202978024000001/primary_doc.xml
